time4sub,time11sub,solution?,n,time4,time11,correct winner,SAT?,blocked/n^2
0.0894531965,0.2190285921,1,70,0.1353797913,2.741635561,queen4,SAT,0.7551020408
0.0994633436,0.2706907511,1,70,0.1506533623,3.4808206558,queen4,SAT,0.7553061224
0.0891865015,0.2687749147,1,70,0.1572659016,2.257992506,queen4,SAT,0.7555102041
0.0838003933,0.2704412818,1,70,0.1829090118,3.3688080311,queen4,SAT,0.7557142857
0.0824096584,0.2701527834,1,70,0.1594026089,3.975954771,queen4,SAT,0.7559183673
0.0785853902,0.2674925804,1,70,0.1969389915,2.5438382626,queen4,SAT,0.756122449
0.0787227222,0.2694038119,1,70,0.1776344776,2.7151758671,queen4,SAT,0.7563265306
0.0783055395,0.2650536299,1,70,0.2575910091,3.4799921513,queen4,SAT,0.7565306122
0.0766109016,0.2635013898,1,70,0.146241188,2.729640007,queen4,SAT,0.7567346939
0.0775910759,0.2627310777,0.9,70,0.1570763588,3.0946090221,queen4,SAT,0.7569387755
0.0797262235,0.2615257111,1,70,0.2131905556,3.007276535,queen4,SAT,0.7571428571
0.0792509476,0.2610666911,1,70,0.2970151901,2.4036483765,queen4,SAT,0.7573469388
0.078798936,0.26073562,1,70,0.1372435093,2.5296852589,queen4,SAT,0.7575510204
0.0770529015,0.2595369356,1,70,0.2932655811,2.6924791336,queen4,SAT,0.757755102
0.0766168245,0.2588801289,1,70,0.1641244888,2.7267827988,queen4,SAT,0.7579591837
0.0761034161,0.2597487614,1,70,0.1387546062,4.1234464645,queen4,SAT,0.7581632653
0.076855588,0.2598361184,1,70,0.2623465061,4.6763734818,queen4,SAT,0.7583673469
0.0773924695,0.2607812444,1,70,0.4788763523,4.1715118885,queen4,SAT,0.7585714286
0.0810290111,0.2740015331,1,70,0.3689055443,4.4116499424,queen4,SAT,0.7587755102
0.0819407749,0.2790226603,1,70,0.4284377098,3.5400383472,queen4,SAT,0.7589795918
0.0822346858,0.2774330923,1,70,0.1518390179,2.5751004219,queen4,SAT,0.7591836735
0.0835247495,0.2779686874,1,70,0.3130381107,2.6289947033,queen4,SAT,0.7593877551
0.0835204757,0.278473258,1,70,0.2394559383,2.398455143,queen4,SAT,0.7595918367
0.0855993648,0.2771478196,1,70,0.2538032532,3.3954470158,queen4,SAT,0.7597959184
0.0851679401,0.2784442005,1,70,0.1324958801,2.328110218,queen4,SAT,0.76
0.084488589,0.2764763126,1,70,0.1422300339,2.2646598816,queen4,SAT,0.7602040816
0.0841461817,0.2757567097,1,70,0.1252417564,3.6652367115,queen4,SAT,0.7604081633
0.0834369506,0.2750893763,1,70,0.1607363224,3.1068384647,queen4,SAT,0.7606122449
0.0833676667,0.2738957816,1,70,0.1565561295,2.4506464005,queen4,SAT,0.7608163265
0.0832159336,0.2723979751,1,70,0.3708195686,3.1261804104,queen4,SAT,0.7610204082
0.0845603551,0.2747316161,1,70,0.1226894855,5.3904771805,queen4,SAT,0.7612244898
0.0849181697,0.2745374568,1,70,0.1160292625,3.1488938332,queen4,SAT,0.7614285714
0.08511708,0.2733998472,1,70,0.3184657097,3.0644159317,queen4,SAT,0.7616326531
0.0850653101,0.2722324287,1,70,0.1324930191,2.6738467216,queen4,SAT,0.7618367347
0.0842818424,0.2707269587,1,70,0.181094408,2.4610342979,queen4,SAT,0.7620408163
0.0848746114,0.2697508633,1,70,0.1329581738,2.5975425243,queen4,SAT,0.762244898
0.08562466,0.270488873,1,70,0.2571678162,2.3408033848,queen4,SAT,0.7624489796
0.0847265118,0.2690873937,1,70,0.1593151093,2.3288753033,queen4,SAT,0.7626530612
0.0841830345,0.2674576937,1,70,0.137784481,2.7737178802,queen4,SAT,0.7628571429
0.0841558754,0.2671234614,1,70,0.2001144886,3.0009593964,queen4,SAT,0.7630612245
0.0844348681,0.2662818002,1,70,0.1372456551,2.6059920788,queen4,SAT,0.7632653061
0.0844722356,0.2659290683,1,70,0.1146609783,2.2649993896,queen4,SAT,0.7634693878
0.0837022665,0.2643073038,1,70,0.1490602493,2.319770813,queen4,SAT,0.7636734694
0.0831988817,0.2628403306,1,70,0.1737480164,2.2445130348,queen4,SAT,0.763877551
0.0828768905,0.2618940565,1,70,0.1179788113,2.2645790577,queen4,SAT,0.7640816327
0.0824302513,0.2613125003,1,70,0.2418351173,2.3798890114,queen4,SAT,0.7642857143
0.0819880526,0.2604468888,1,70,0.2000076771,2.270200491,queen4,SAT,0.7644897959
0.0826788013,0.2601001754,1,70,0.2327280045,2.4334726334,queen4,SAT,0.7646938776
0.0842423157,0.2610348283,1,70,0.1574730873,2.2962665558,queen4,SAT,0.7648979592
0.0836815596,0.2602206097,1,70,0.140178442,2.3308186531,queen4,SAT,0.7651020408
0.0831794281,0.2592057808,1,70,0.3347637653,2.248383522,queen4,SAT,0.7653061224
0.0826507834,0.2584593956,1,70,0.1870930195,2.2602484226,queen4,SAT,0.7655102041
0.0826112981,0.2573767824,1,70,0.2333626747,2.2953841686,queen4,SAT,0.7657142857
0.082112866,0.2564278837,1,70,0.1500239372,2.3115196228,queen4,SAT,0.7659183673
0.0819023366,0.2554422977,1,70,0.1591355801,2.3269021511,queen4,SAT,0.766122449
0.0819334741,0.2546142037,1,70,0.1427984238,2.268324852,queen4,SAT,0.7663265306
0.0816132244,0.253758451,1,70,0.1907827854,2.2670395374,queen4,SAT,0.7665306122
0.0809658716,0.2528971384,1,70,0.1193888187,2.2664206028,queen4,SAT,0.7667346939
0.0822466014,0.2526942447,1,70,0.1515679359,2.3814918995,queen4,SAT,0.7669387755
0.0827377534,0.25291635,1,70,0.2477030754,2.4373977184,queen4,SAT,0.7671428571
0.0832448049,0.2528203409,1,70,0.189063549,2.5336890221,queen4,SAT,0.7673469388
0.0833795028,0.2529323893,1,70,0.1248192787,2.2600023746,queen4,SAT,0.7675510204
0.0832918163,0.2524065759,1,70,0.4340553284,2.4303224087,queen4,SAT,0.767755102
0.0832546003,0.2519506313,1,70,0.1680774689,2.4729628563,queen4,SAT,0.7679591837
0.0829764531,0.2512552731,1,70,0.1407687664,2.28439641,queen4,SAT,0.7681632653
0.0824466774,0.2506536776,1,70,0.1407728195,2.283069849,queen4,SAT,0.7683673469
0.0857544073,0.2527599299,1,70,0.1347532272,2.4562473297,queen4,SAT,0.7685714286
0.0852595743,0.2522598975,1,70,0.1429698467,2.2509074211,queen4,SAT,0.7687755102
0.0849939353,0.2515876141,1,70,0.1361839771,2.2338888645,queen4,SAT,0.7689795918
0.0846235953,0.2512333052,1,70,0.1155645847,2.3948981762,queen4,SAT,0.7691836735
0.0844328283,0.2506818862,1,70,0.2892272472,2.2668638229,queen4,SAT,0.7693877551
0.0847448472,0.2508183287,1,70,0.1227238178,2.2946765423,queen4,SAT,0.7695918367
0.0844433896,0.2502923685,1,70,0.1266829967,2.2969176769,queen4,SAT,0.7697959184
0.0838863685,0.2496140399,1,70,0.147749424,2.2568211555,queen4,SAT,0.77
0.0837541622,0.2492254594,1,70,0.157263279,2.3172197342,queen4,SAT,0.7702040816
0.0834931719,0.2487731306,1,70,0.3332238197,2.4446649551,queen4,SAT,0.7704081633
0.0836950327,0.2486073373,1,70,0.129724741,2.317697525,queen4,SAT,0.7706122449
0.0835629142,0.248074376,1,70,0.2475693226,2.2662117481,queen4,SAT,0.7708163265
0.0834548908,0.2477466037,1,70,0.1498713493,2.3742384911,queen4,SAT,0.7710204082
0.0837440366,0.2478714153,1,70,0.1735131741,2.2774410248,queen4,SAT,0.7712244898
0.0834418868,0.2472928551,1,70,0.2111101151,2.3666305542,queen4,SAT,0.7714285714
0.0847254535,0.2481056306,1,70,0.1390030384,2.2628705502,queen4,SAT,0.7716326531
0.0845155357,0.2477155559,1,70,0.1476120949,2.2902877331,queen4,SAT,0.7718367347
0.0849263149,0.2476625318,1,70,0.4162428379,2.3301596642,queen4,SAT,0.7720408163
0.0844912546,0.2471061855,1,70,0.1888663769,2.3697850704,queen4,SAT,0.772244898
0.0854760763,0.2469714292,1,70,0.1989336014,2.3260321617,queen4,SAT,0.7724489796
0.0862703148,0.2474953934,1,70,0.2591416836,2.3481914997,queen4,SAT,0.7726530612
0.0861266334,0.2470999379,1,70,0.2078421116,2.6306917667,queen4,SAT,0.7728571429
0.086631428,0.247049441,1,70,0.5525667667,2.24010396,queen4,SAT,0.7730612245
0.0873771124,0.2476769092,1,70,0.2502644062,2.3040158749,queen4,SAT,0.7732653061
0.0871438718,0.2478135549,1,70,0.1951086521,2.3220849037,queen4,SAT,0.7734693878
0.0868611986,0.2474974578,0.9,70,0.1398139,2.4009144306,queen4,SAT,0.7736734694
0.086556489,0.2471329771,1,70,0.1732552052,2.2490553856,queen4,SAT,0.773877551
0.0863300344,0.2465870857,1,70,0.1447429657,2.3778867722,queen4,SAT,0.7740816327
0.0861567555,0.2466487395,1,70,0.1370067596,2.3009972572,queen4,SAT,0.7742857143
0.0861057227,0.2463622925,1,70,0.1410210133,2.5113525391,queen4,SAT,0.7744897959
0.0862503843,0.24601594,1,70,0.1526939869,2.2947640419,queen4,SAT,0.7746938776
0.0861757135,0.2464876525,1,70,0.1983463764,2.7043302059,queen4,SAT,0.7748979592
0.0860821201,0.2462837983,1,70,0.1418046951,2.3542945385,queen4,SAT,0.7751020408
0.0860946348,0.2464174635,1,70,0.2612698078,2.2457587719,queen4,SAT,0.7753061224
0.0859896303,0.2460121046,1,70,0.1577830315,2.2323195934,queen4,SAT,0.7755102041
0.0857322595,0.2455788718,1,70,0.1596634388,2.2896156311,queen4,SAT,0.7757142857
0.0859116214,0.2456375967,0.8,70,0.1807193756,2.292098999,queen4,SAT,0.7759183673
0.085996244,0.2455500337,1,70,0.6969509125,2.3552298546,queen4,SAT,0.776122449
0.0860016798,0.245481111,1,70,0.1279807091,2.529728651,queen4,SAT,0.7763265306
0.0859356208,0.2453585656,1,70,0.2162883282,2.418377161,queen4,SAT,0.7765306122
0.0856770564,0.2452519051,1,70,0.2447440624,2.2348313332,queen4,SAT,0.7767346939
0.0857252766,0.2450475529,1,70,0.1164562702,2.2323715687,queen4,SAT,0.7769387755
0.0856595182,0.2448942436,1,70,0.3023927212,2.234262228,queen4,SAT,0.7771428571
0.0855171782,0.2446279641,1,70,0.1359658241,2.2695202827,queen4,SAT,0.7773469388
0.0853637981,0.2444650109,1,70,0.166643858,2.3269011974,queen4,SAT,0.7775510204
0.0851432602,0.2442115616,1,70,0.1372590065,2.2456331253,queen4,SAT,0.777755102
0.0848103101,0.2439084893,1,70,0.1678276062,2.2798709869,queen4,SAT,0.7779591837
0.0850394477,0.2438644202,1,70,0.3745679855,2.2095832825,queen4,SAT,0.7781632653
0.0847423593,0.2439166797,1,70,0.2395749092,2.7440686226,queen4,SAT,0.7783673469
0.08461674,0.2437885484,1,70,0.1774556637,2.2970554829,queen4,SAT,0.7785714286
0.0847897346,0.2437434443,1,70,0.3382501602,2.405424118,queen4,SAT,0.7787755102
0.0848874141,0.2438711344,1,70,0.1341655254,2.3084976673,queen4,SAT,0.7789795918
0.0846995574,0.2436928439,0.7,70,0.1496360302,2.2652785778,queen4,SAT,0.7791836735
0.084890665,0.2436403598,1,70,0.1717967987,2.2412250042,queen4,SAT,0.7793877551
0.0851261174,0.2438709168,1,70,0.3193800449,2.3101415634,queen4,SAT,0.7795918367
0.0850930617,0.2437472228,1,70,0.1583416462,2.311412096,queen4,SAT,0.7797959184
0.0860108253,0.2446450842,1,70,0.1624798775,2.3090903759,queen4,SAT,0.78
0.0862258236,0.2448140229,1,70,0.1677031517,2.2941186428,queen4,SAT,0.7802040816
0.0860138336,0.2447079334,1,70,0.1208665371,2.3279597759,queen4,SAT,0.7804081633
0.0861588245,0.2446794663,1,70,0.1715388298,2.3864502907,queen4,SAT,0.7806122449
0.0860363795,0.2449934903,1,70,0.3402876854,2.3554768562,queen4,SAT,0.7808163265
0.0861972662,0.2458094025,1,70,0.1565556526,2.2861375809,queen4,SAT,0.7810204082
0.0865538976,0.2459330246,1,70,0.4774529934,2.2903387547,queen4,SAT,0.7812244898
0.0864512196,0.2455885933,1,70,0.2686207294,2.2781591415,queen4,SAT,0.7814285714
0.0863212174,0.2453562818,1,70,0.1619541645,2.2576112747,queen4,SAT,0.7816326531
0.0865806598,0.2454793428,1,70,0.125721693,2.5905189514,queen4,SAT,0.7818367347
0.0866539061,0.2452660114,1,70,0.2143142223,2.5091910362,queen4,SAT,0.7820408163
0.0873864403,0.2456728617,1,70,0.1827707291,2.291285038,queen4,SAT,0.782244898
0.0879755827,0.2458015375,1,70,0.1752192974,2.3088326454,queen4,SAT,0.7824489796
0.088038959,0.246349736,1,70,0.181179285,2.2742660046,queen4,SAT,0.7826530612
0.0880341993,0.2463601126,1,70,0.1689996719,2.2738847733,queen4,SAT,0.7828571429
0.087939535,0.2464045431,0.9,70,0.2329671383,2.2774841785,queen4,SAT,0.7830612245
0.0877597171,0.2462550855,1,70,0.2561905384,2.2967710495,queen4,SAT,0.7832653061
0.087984283,0.246636586,1,70,0.2795233727,2.3449115753,queen4,SAT,0.7834693878
0.0879724354,0.2462860052,0.9,70,0.1166980267,2.321429491,queen4,SAT,0.7836734694
0.0881868839,0.2465691221,1,70,0.2879068851,2.2368052006,queen4,SAT,0.783877551
0.0885123896,0.2466990723,1,70,0.2825393677,2.5612630844,queen4,SAT,0.7840816327
0.0883945122,0.2463968519,1,70,0.5096411705,2.2626309395,queen4,SAT,0.7842857143
0.0891817363,0.2471928971,1,70,0.1354670525,2.4003646374,queen4,SAT,0.7844897959
0.0890814216,0.2470317501,1,70,0.1762566566,2.7544596195,queen4,SAT,0.7846938776
0.0891519585,0.2469941835,1,70,0.3945968151,2.4875705242,queen4,SAT,0.7848979592
0.0890622062,0.2469044157,1,70,0.4401955605,2.286608696,queen4,SAT,0.7851020408
0.0894429367,0.2470942276,1,70,0.25831604,3.4861695766,queen4,SAT,0.7853061224
0.0892224708,0.2467539571,1,70,0.3640303612,2.592094183,queen4,SAT,0.7855102041
0.08943586,0.2468253928,1,70,0.1346340179,2.5056467056,queen4,SAT,0.7857142857
0.0895802994,0.2467559044,1,70,0.1297700405,2.3165681362,queen4,SAT,0.7859183673
0.0897289007,0.2469828137,1,70,0.1519632339,2.2579083443,queen4,SAT,0.786122449
0.0898546773,0.2470149195,1,70,0.555731535,2.2413764,queen4,SAT,0.7863265306
0.089894743,0.2473379663,1,70,0.1356782913,2.4998059273,queen4,SAT,0.7865306122
0.0905337273,0.2473175478,1,70,0.142179966,2.2886445522,queen4,SAT,0.7867346939
0.0903802797,0.247358153,1,70,0.6930241585,3.0620765686,queen4,SAT,0.7869387755
0.0905263792,0.2474028684,1,70,0.1305215359,2.7993159294,queen4,SAT,0.7871428571
0.0912304997,0.248155681,1,70,0.7329361439,2.5879993439,queen4,SAT,0.7873469388
0.0911364214,0.2480243862,0.8,70,0.4021375179,2.2306199074,queen4,SAT,0.7875510204
0.0915046757,0.2479189079,1,70,0.1864295006,2.2628107071,queen4,SAT,0.787755102
0.0917816596,0.2482314189,1,70,0.1512420177,2.2937033176,queen4,SAT,0.7879591837
0.0924468378,0.2487845531,1,70,0.185880661,2.2890930176,queen4,SAT,0.7881632653
0.0924175303,0.2485130551,1,70,0.1595780849,2.5833303928,queen4,SAT,0.7883673469
0.0924049992,0.2484028556,1,70,0.4461901188,2.3064014912,queen4,SAT,0.7885714286
0.0925322398,0.2487113727,1,70,0.6900293827,2.2951145172,queen4,SAT,0.7887755102
0.092715799,0.2486648116,1,70,0.1850328445,2.274065733,queen4,SAT,0.7889795918
0.0927422277,0.2484619792,1,70,0.5025603771,2.2684066296,queen4,SAT,0.7891836735
0.0930512617,0.2492515761,1,70,0.1518189907,2.3024890423,queen4,SAT,0.7893877551
0.0929989715,0.2494056639,1,70,0.1697051525,2.3532857895,queen4,SAT,0.7895918367
0.0928764255,0.2492283132,1,70,0.1417300701,2.2711052895,queen4,SAT,0.7897959184
0.0927494939,0.2491600806,1,70,0.1917834282,2.2594487667,queen4,SAT,0.79
0.0928132695,0.248926046,1,70,0.1801366806,2.3179073334,queen4,SAT,0.7902040816
0.092810764,0.2488343487,1,70,0.1574347019,2.298889637,queen4,SAT,0.7904081633
0.0929361966,0.2492536049,1,70,0.1258547306,2.3079991341,queen4,SAT,0.7906122449
0.0928700619,0.2491603563,1,70,0.2204978466,2.2613267899,queen4,SAT,0.7908163265
0.0926127889,0.2489556516,0.8,70,0.1151313782,2.2841176987,queen4,SAT,0.7910204082
0.0927766527,0.2488696272,1,70,0.4206085205,2.2705276012,queen4,SAT,0.7912244898
0.0929985133,0.2491399299,1,70,0.114688158,2.5204069614,queen4,SAT,0.7914285714
0.0934562907,0.2495751878,1,70,1.1451582909,2.2990000248,queen4,SAT,0.7916326531
0.0932566162,0.2494451159,1,70,0.1384642124,2.3182797432,queen4,SAT,0.7918367347
0.0934164076,0.2494370818,1,70,0.3531284332,2.5814521313,queen4,SAT,0.7920408163
0.0935026474,0.2496235954,1,70,0.8871209621,2.2598867416,queen4,SAT,0.792244898
0.0934596045,0.249431319,1,70,1.4966709614,2.3247010708,queen4,SAT,0.7924489796
0.0936112713,0.2495906019,1,70,0.1530151367,2.3726923466,queen4,SAT,0.7926530612
0.0936360334,0.2496243169,1,70,0.1340372562,2.2795989513,queen4,SAT,0.7928571429
0.093909071,0.2498697536,1,70,0.6183290482,2.2792739868,queen4,SAT,0.7930612245
0.093933577,0.2500310128,1,70,0.1576154232,2.2801411152,queen4,SAT,0.7932653061
0.0941286758,0.2502213621,1,70,0.5793375969,2.2172636986,queen4,SAT,0.7934693878
0.0938265892,0.2498693031,0.9,70,0.6247942448,2.3824119568,queen4,SAT,0.7936734694
0.093956795,0.2496930102,1,70,1.5305235386,3.3901236057,queen4,SAT,0.793877551
0.0949871865,0.2503957051,1,70,0.7339799404,2.4770851135,queen4,SAT,0.7940816327
0.0950092569,0.2503320682,1,70,0.4151413441,2.271517992,queen4,SAT,0.7942857143
0.0952094142,0.2502836852,1,70,0.214977026,2.3342876434,queen4,SAT,0.7944897959
0.0951210108,0.250671389,1,70,0.5260696411,2.2842087746,queen4,SAT,0.7946938776
0.0951336557,0.2507498852,0.9,70,0.1344954967,2.3232119083,queen4,SAT,0.7948979592
0.0951168123,0.2505109719,1,70,0.2008895874,2.293056488,queen4,SAT,0.7951020408
0.0953573285,0.2505167359,1,70,0.1293904781,2.7255198956,queen4,SAT,0.7953061224
0.0952850668,0.2504320505,1,70,0.2568471432,2.2279148102,queen4,SAT,0.7955102041
0.0954807749,0.25065975,1,70,0.3017442226,2.3130125999,queen4,SAT,0.7957142857
0.0955610097,0.2506390447,1,70,0.1459593773,2.4855043888,queen4,SAT,0.7959183673
0.0956105389,0.2506189383,1,70,0.5655436516,2.5760540962,queen4,SAT,0.796122449
0.0955754772,0.250470323,1,70,0.2594721317,2.3389985561,queen4,SAT,0.7963265306
0.0956217098,0.2505026598,1,70,0.8284316063,3.6779837608,queen4,SAT,0.7965306122
0.0955281662,0.2504213491,1,70,0.1466059685,2.2576985359,queen4,SAT,0.7967346939
0.0960092553,0.251221066,1,70,0.1614639759,2.4884343147,queen4,SAT,0.7969387755
0.0960943025,0.2512251141,1,70,0.1557152271,2.5841653347,queen4,SAT,0.7971428571
0.0962623948,0.2513578619,0.9,70,0.1710333824,2.3100831509,queen4,SAT,0.7973469388
0.0963297624,0.2512535463,0.9,70,0.6856131554,2.631310463,queen4,SAT,0.7975510204
0.0964674792,0.2513216983,1,70,0.1603896618,2.233273983,queen4,SAT,0.797755102
0.0970089224,0.2517328401,1,70,0.4787464142,2.420696497,queen4,SAT,0.7979591837
0.0971030768,0.2518211762,1,70,0.3641014099,2.492338419,queen4,SAT,0.7981632653
0.0973256157,0.2515965993,0.9,70,0.1312861443,2.4865264893,queen4,SAT,0.7983673469
0.0971824571,0.2514766597,1,70,0.4785599709,2.7092206478,queen4,SAT,0.7985714286
0.0971796423,0.2514628691,1,70,0.1639971733,2.4278917313,queen4,SAT,0.7987755102
0.0977882937,0.252152862,1,70,0.5402154922,2.2849192619,queen4,SAT,0.7989795918
0.0978674605,0.252191171,1,70,0.529635191,2.2567162514,queen4,SAT,0.7991836735
0.0982591018,0.2527236387,1,70,0.1794154644,4.0056240559,queen4,SAT,0.7993877551
0.0982595841,0.2526686797,1,70,0.5944042206,2.6525876522,queen4,SAT,0.7995918367
0.0982974039,0.2526936843,1,70,0.1370172501,2.5579571724,queen4,SAT,0.7997959184
0.0982357699,0.2525652669,1,70,0.3810124397,2.3305459023,queen4,SAT,0.8
0.0982552694,0.2525022135,0.7,70,0.6567687988,2.8325996399,queen4,SAT,0.8002040816
0.0985422658,0.2527308062,1,70,0.6340887547,2.5100314617,queen4,SAT,0.8004081633
0.0984511087,0.2526430791,1,70,0.7688839436,2.3508396149,queen4,SAT,0.8006122449
0.0985914906,0.2527011062,1,70,0.1480066776,3.0932481289,queen4,SAT,0.8008163265
0.0989712079,0.2529065025,0.9,70,0.1552655697,2.7161638737,queen4,SAT,0.8010204082
0.0990861947,0.2530053507,1,70,0.5477733612,2.3434987068,queen4,SAT,0.8012244898
0.0989129633,0.2528499043,1,70,0.1798014641,2.2583398819,queen4,SAT,0.8014285714
0.0986532206,0.2525780984,0.7,70,0.1511864662,2.3631677628,queen4,SAT,0.8016326531
0.0986606151,0.2524947522,1,70,0.7564196587,2.2731480598,queen4,SAT,0.8018367347
0.0986033833,0.2523777353,1,70,0.1139099598,2.5957365036,queen4,SAT,0.8020408163
0.0985460841,0.2522003574,1,70,0.2337083817,6.3002758026,queen4,SAT,0.802244898
0.0984873407,0.2520756328,1,70,0.5584349632,2.5754158497,queen4,SAT,0.8024489796
0.0985589381,0.2521894826,1,70,0.5902047157,2.9136593342,queen4,SAT,0.8026530612
0.098494428,0.2522413588,1,70,2.8805749416,3.1176528931,queen4,SAT,0.8028571429
0.0986650385,0.2524094958,1,70,0.4066622257,2.9674038887,queen4,SAT,0.8030612245
0.0991781015,0.2524622469,1,70,0.8710260391,2.3563289642,queen4,SAT,0.8032653061
0.0991765724,0.2524071331,0.8,70,0.2098367214,2.2985315323,queen4,SAT,0.8034693878
0.0991208498,0.2523029373,1,70,0.3550946712,2.366310358,queen4,SAT,0.8036734694
0.0992543231,0.2524776152,1,70,0.1494586468,2.4433298111,queen4,SAT,0.803877551
0.0992354986,0.2524704641,0.8,70,0.5370612144,2.7651171684,queen4,SAT,0.8040816327
0.0992945715,0.2524904854,1,70,1.3567659855,2.5585241318,queen4,SAT,0.8042857143
0.0993695706,0.2526212575,1,70,0.6143424511,2.3168344498,queen4,SAT,0.8044897959
